BUGID,FNAME,CHURN,LOC
29569,qtbase/src/tools/qdoc/qdocdatabase.cpp,15,15
29569,qtbase/src/tools/qdoc/htmlgenerator.cpp,1,3872
29757,qtbase/qmake/generators/win32/msvc_vcproj.cpp,0.5,1127
30004,qtbase/src/platformsupport/input/evdevkeyboard/qevdevkeyboardhandler.cpp,2,299
30004,qtbase/src/platformsupport/input/evdevmouse/qevdevmousehandler.cpp,2,148
31142,qtbase/src/corelib/kernel/qmetatype.cpp,15,1129
31142,qtbase/src/corelib/kernel/qmetatype.h,44,459
30416,qtbase/src/gui/kernel/qplatformwindow.cpp,13,142
30416,qtbase/src/gui/kernel/qwindow.cpp,15,791
30416,qtbase/src/plugins/platforms/xcb/qxcbnativeinterface.cpp,7,114
30416,qtbase/src/gui/kernel/qwindow.h,1.5,188
30416,qtbase/src/gui/kernel/qwindow_p.h,0.5,73
30416,qtbase/src/plugins/platforms/windows/qwindowswindow.h,2.5,205
30416,qtbase/src/widgets/kernel/qapplication_qpa.cpp,6.5,320
30416,qtbase/src/plugins/platforms/xcb/qxcbwindow.cpp,7,1207
30416,qtbase/src/plugins/platforms/xcb/qxcbnativeinterface.h,1.5,30
30416,qtbase/src/plugins/platforms/xcb/qxcbwindow.h,2.5,97
30416,qtbase/src/gui/kernel/qplatformwindow.h,1.5,52
30416,qtbase/src/plugins/platforms/windows/qwindowsintegration.cpp,1,266
30416,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,6.5,1254
30416,qtbase/src/gui/kernel/qguiapplication.cpp,2.5,1569
28637,qtbase/src/widgets/kernel/qapplication.cpp,3.5,2194
30643,qtbase/src/plugins/platforms/windows/qwindowsfontdatabase.cpp,1,1451
30513,qtbase/src/plugins/platforms/windows/qwindowsdialoghelpers.cpp,3,708
31342,qtbase/src/plugins/platforms/cocoa/qcocoamenu.h,2.5,40
31342,qtbase/src/plugins/platforms/cocoa/qcocoamenubar.h,1,26
30705,qtbase/src/widgets/graphicsview/qgraphicsproxywidget.cpp,2,898
29260,qtbase/src/widgets/graphicsview/qgraphicsitem.cpp,6,5034
29260,qtbase/tests/auto/widgets/graphicsview/qgraphicsitem/tst_qgraphicsitem.cpp,28.5,8931
30748,qtbase/src/plugins/platforms/windows/qwindowsdialoghelpers.cpp,46,708
31404,qtbase/src/tools/qdoc/config.cpp,1,683
30001,qtbase/src/plugins/platforms/windows/qwindowsdialoghelpers.cpp,6,708
30250,qtbase/src/corelib/tools/qdatetime.cpp,15.5,2843
30250,qtbase/tests/auto/corelib/tools/qdatetime/tst_qdatetime.cpp,6.5,1326
30250,qtbase/tests/auto/corelib/kernel/qvariant/tst_qvariant.cpp,2,2573
30250,qtbase/tests/auto/corelib/tools/qtime/tst_qtime.cpp,15,513
31078,qtbase/examples/opengl/paintedwindow/paintedwindow.h,0.5,32
31078,qtbase/examples/opengl/paintedwindow/paintedwindow.cpp,4,143
31571,qtbase/src/corelib/io/qfsfileengine_win.cpp,0.5,598
30530,qtbase/src/gui/kernel/qplatformwindow.cpp,1.5,142
30530,qtbase/src/widgets/widgets/qdockwidget.cpp,7,937
30530,qtbase/src/widgets/kernel/qwidget_qpa.cpp,1.5,806
31149,qtbase/src/tools/qdoc/qdocindexfiles.cpp,9,9
14517,qtbase/src/printsupport/widgets/qprintpreviewwidget.cpp,1,472
14517,qtbase/tests/auto/printsupport/kernel/qprinter/tst_qprinter.cpp,23,728
31464,qtbase/src/plugins/platforms/windows/qplatformfunctions_wince.h,0.5,0
31464,qtbase/src/plugins/platforms/windows/qwindowsmousehandler.cpp,2,197
29807,qtbase/src/gui/kernel/qwindow.cpp,3,791
29807,qtbase/src/gui/kernel/qwindow.h,20,188
25760,qtbase/src/widgets/styles/qgtkstyle.cpp,2,2690
30114,qtbase/src/tools/qdoc/cppcodemarker.cpp,14.5,1186
30114,qtbase/src/tools/qdoc/codemarker.cpp,32,500
30114,qtbase/src/tools/qdoc/codemarker.h,9.5,122
30114,qtbase/src/tools/qdoc/htmlgenerator.cpp,17,3872
31071,qtbase/src/gui/kernel/qplatformwindow.cpp,12,142
31071,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,10.5,1254
29751,qtbase/tests/manual/cocoa/nativewidgets/main.cpp,73.5,73.5
29751,qtbase/src/plugins/platforms/cocoa/qcocoawindow.h,1,72
28937,qtbase/src/network/ssl/qsslcertificate.cpp,1.5,662
30990,qtbase/src/widgets/graphicsview/qgraphicsitem.cpp,1,5034
30990,qtbase/tests/auto/widgets/graphicsview/qgraphicsitem/tst_qgraphicsitem.cpp,14,8931
20778,qtbase/tests/auto/widgets/graphicsview/qgraphicswidget/tst_qgraphicswidget.cpp,16,2682
11386,qtbase/src/plugins/platforms/cocoa/qnsview.h,0.5,44
30017,qtbase/src/opengl/qgl.cpp,4,2285
30254,qtbase/src/corelib/plugin/quuid.h,5,93
29941,qtbase/tests/auto/network/ssl/qsslsocket/tst_qsslsocket.cpp,1,1795
27316,qtbase/src/network/ssl/qsslcertificate.h,2,73
31258,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,3.5,1254
25732,qtbase/src/corelib/tools/qrect.cpp,3,462
19854,qtbase/src/widgets/kernel/qwidget.cpp,1,5033
28611,qtbase/tests/auto/widgets/itemviews/qtreeview/tst_qtreeview.cpp,6,3257
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsview/tst_qgraphicsview.cpp,40,3429
28611,qtbase/tests/auto/widgets/kernel/qapplication/tst_qapplication.cpp,1,1614
28611,qtbase/tests/auto/widgets/util/qcompleter/tst_qcompleter.cpp,4.5,1201
28611,qtbase/tests/auto/other/qaccessibility/tst_qaccessibility.cpp,3.5,2205
28611,qtbase/src/plugins/accessible/widgets/itemviews.cpp,1,624
28611,qtbase/tests/auto/widgets/itemviews/qtableview/tst_qtableview.cpp,7,3236
28611,qtbase/tests/auto/widgets/kernel/qwidget/tst_qwidget.cpp,13,6703
28611,qtbase/tests/auto/widgets/widgets/qabstractslider/tst_qabstractslider.cpp,4.5,1042
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsview/tst_qgraphicsview_2.cpp,890.5,905
28611,qtbase/tests/auto/widgets/kernel/qshortcut/tst_qshortcut.cpp,1,759
28611,qtbase/tests/auto/widgets/kernel/qlayout/tst_qlayout.cpp,4.5,219
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsitem/tst_qgraphicsitem.cpp,0.5,8931
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsview/tst_qgraphicsview.h,42.5,42.5
28611,qtbase/tests/auto/widgets/itemviews/qabstractitemview/tst_qabstractitemview.cpp,4.5,964
28611,qtbase/tests/auto/widgets/kernel/qformlayout/tst_qformlayout.cpp,4.5,645
28611,qtbase/tests/auto/widgets/kernel/qwidget_window/tst_qwidget_window.cpp,4,233
28611,qtbase/tests/auto/widgets/kernel/qboxlayout/tst_qboxlayout.cpp,4.5,188
28611,qtbase/tests/auto/widgets/itemviews/qlistview/tst_qlistview.cpp,6.5,1742
28611,qtbase/tests/auto/widgets/dialogs/qdialog/tst_qdialog.cpp,4,386
28611,qtbase/tests/auto/widgets/kernel/qwidgetaction/tst_qwidgetaction.cpp,8.5,263
27860,qtbase/src/widgets/styles/qwindowsvistastyle.cpp,4,2224
25655,qtbase/tests/auto/corelib/kernel/qsharedmemory/test/tst_qsharedmemory.cpp,1,1
30805,qtbase/src/plugins/platforms/cocoa/qcocoanativeinterface.h,1.5,17
30805,qtbase/src/plugins/platforms/cocoa/qcocoawindow.h,3.5,72
29010,qtbase/src/plugins/platforms/windows/qwindowsbackingstore.cpp,5,103
29010,qtbase/src/plugins/platforms/windows/qwindowswindow.h,1,205
29010,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,25,1254
28746,qtbase/src/plugins/platforms/windows/qwindowsfontengine.h,1,94
28746,qtbase/src/plugins/platforms/windows/qwindowsfontengine.cpp,6.5,976
29098,qtbase/qmake/generators/win32/msvc_objectmodel.h,0.5,959
29098,qtbase/qmake/generators/win32/msbuild_objectmodel.cpp,1,1703
29098,qtbase/qmake/generators/win32/msvc_objectmodel.cpp,3,2573
23946,qtbase/src/plugins/platforms/cocoa/qcocoaapplicationdelegate.h,1.5,24
23946,qtbase/src/corelib/kernel/qcore_mac_p.h,3,42
23946,qtbase/src/plugins/platforms/cocoa/qcocoamenuloader.h,2,38
23946,qtbase/src/plugins/platforms/cocoa/qcocoawindow.h,1,72
23946,qtbase/src/plugins/platforms/cocoa/qcocoaapplication.h,2,14
27220,qtbase/src/plugins/platforms/xcb/qxcbconnection.cpp,1,680
28917,qtbase/tools/configure/configureapp.cpp,1,3240
30695,qtbase/src/plugins/platforms/cocoa/qnsview.h,1,44
29400,qtbase/tools/configure/configureapp.cpp,5,3240
29381,qtbase/src/plugins/bearer/connman/qofonoservice_linux.cpp,41,647
29381,qtbase/src/plugins/bearer/connman/qofonoservice_linux_p.h,4,177
28175,qtbase/src/plugins/platforms/cocoa/qnsview.h,1.5,44
31635,qtbase/src/widgets/dialogs/qmessagebox.cpp,1,1002
29126,qtbase/src/plugins/platforms/android/src/qandroidplatformintegration.h,3,3
29126,qtbase/src/plugins/platforms/android/src/qandroidplatformintegration.cpp,2,2
29126,qtbase/src/plugins/platforms/android/src/androidjnimain.cpp,3,3
29126,qtbase/src/plugins/platforms/android/src/androidjniinput.cpp,10.5,10.5
29126,qtbase/src/plugins/platforms/android/src/androidjnimain.h,0.5,0.5
28408,qtbase/src/plugins/platforms/windows/qwindowscontext.cpp,2,602
27889,qtbase/src/corelib/xml/qxmlstream_p.h,0.5,1697
27889,qtbase/src/corelib/xml/qxmlstream.cpp,1,2056
31220,qtbase/tools/configure/configureapp.cpp,2,3240
30919,qtbase/src/plugins/platforms/xcb/qxcbwindow.cpp,1,1207
30725,qtbase/src/tools/qdoc/config.cpp,164,683
30725,qtbase/src/tools/qdoc/location.h,2,62
30725,qtbase/src/tools/qdoc/main.cpp,1,346
30725,qtbase/src/tools/qdoc/ditaxmlgenerator.h,2,497
30725,qtbase/src/tools/qdoc/config.h,20.5,72
30725,qtbase/src/tools/qdoc/ditaxmlgenerator.cpp,6.5,5261
30725,qtbase/src/tools/qdoc/location.cpp,22,204
28132,qtbase/qmake/generators/makefile.h,1,172
28132,qtbase/qmake/generators/makefile.cpp,18,2830
29486,qtbase/qmake/generators/unix/unixmake2.cpp,5.5,1201
29143,qtbase/qmake/generators/win32/msvc_objectmodel.cpp,7.5,2573
28306,qtbase/src/gui/kernel/qguiapplication.cpp,0.5,1569
30751,qtbase/src/android/java/src/org/qtproject/qt5/android/bindings/QtActivity.java,58,58
29700,qtbase/qmake/generators/makefile.cpp,3.5,2830
23569,qtbase/src/widgets/styles/qgtkstyle.cpp,2,2690
20403,qtbase/src/widgets/widgets/qmenu.cpp,1,2050
20403,qtbase/tests/auto/widgets/widgets/qmenu/tst_qmenu.cpp,8.5,668
31317,qtbase/src/tools/qdoc/codemarker.cpp,3.5,500
26903,qtbase/src/gui/kernel/qplatformwindow.cpp,19.5,142
26903,qtbase/src/gui/kernel/qwindow.cpp,8.5,791
26903,qtbase/tests/auto/opengl/qgl/tst_qgl.cpp,4,1361
26903,qtbase/src/gui/kernel/qwindow_p.h,1,73
26903,qtbase/tests/auto/widgets/kernel/qwidget/tst_qwidget.cpp,1,6703
