BUGID,FNAME,CHURN,LOC
30046,qtbase/tests/auto/corelib/io/qdir/tst_qdir.cpp,9,1305
30046,qtbase/src/corelib/io/qfilesystemengine_unix.cpp,5.5,365
22026,qtbase/src/corelib/tools/qset.h,6,260
22026,qtbase/tests/benchmarks/corelib/tools/qset/main.cpp,70.5,70.5
30922,qtbase/src/plugins/platforms/windows/qwindowsmousehandler.cpp,2,291
4057,qtbase/src/corelib/io/qdatastream.h,2,308
4057,qtbase/src/corelib/tools/qdatetime.cpp,7,2872
4057,qtbase/tests/auto/corelib/tools/qdatetime/tst_qdatetime.cpp,20,1472
4057,qtbase/tests/auto/corelib/io/qdatastream/tst_qdatastream.cpp,3,2430
4057,qtbase/src/corelib/io/qdatastream.cpp,3,412
23566,qtbase/src/corelib/kernel/qvariant.h,47,420
23566,qtbase/tests/auto/corelib/kernel/qvariant/tst_qvariant.cpp,82.5,2607
23566,qtbase/src/corelib/kernel/qmetatype.cpp,6,1143
23566,qtbase/src/corelib/kernel/qvariant.cpp,101.5,1484
23566,qtbase/src/corelib/doc/snippets/code/src_corelib_kernel_qvariant.cpp,15,51
23566,qtbase/src/corelib/kernel/qmetatype.h,137,475
31760,qtbase/src/gui/kernel/qguiapplication.cpp,6.5,1693
30063,qtbase/src/plugins/platforms/windows/qwindowscontext.cpp,11.5,646
30063,qtbase/src/plugins/platforms/windows/qwindowscontext.h,2,113
31173,qtbase/examples/opengl/grabber/mainwindow.cpp,1,135
31173,qtbase/src/opengl/qgl.cpp,3.5,2149
29904,qtbase/tests/manual/dialogs/main.cpp,1,27
29904,qtbase/tests/manual/dialogs/wizardpanel.h,34.5,17
29904,qtbase/src/plugins/platforms/windows/qwindowswindow.h,1.5,231
29904,qtbase/src/widgets/dialogs/qwizard_win.cpp,42.5,616
29904,qtbase/src/widgets/dialogs/qwizard_win_p.h,2.5,77
29904,qtbase/src/widgets/dialogs/qwizard.cpp,23,2079
29904,qtbase/tests/manual/dialogs/wizardpanel.cpp,180.5,255
29904,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,7.5,1465
29201,qtbase/src/plugins/platforms/qnx/qqnxintegration.cpp,0.5,207
29201,qtbase/src/plugins/platforms/qnx/qqnxscreen.cpp,6,413
29201,qtbase/src/plugins/platforms/qnx/qqnxscreen.h,0.5,69
28816,qtbase/src/widgets/kernel/qwidget.cpp,1.5,5092
30738,qtbase/src/gui/image/qpixmap.cpp,7.5,554
5366,qtbase/tools/configure/configureapp.cpp,8,3488
5366,qtbase/tools/configure/configureapp.h,0.5,115
29917,qtbase/tests/auto/dbus/qdbusreply/tst_qdbusreply.cpp,12.5,282
29917,qtbase/src/dbus/qdbusreply.h,1,116
31333,qtbase/src/widgets/kernel/qwidgetwindow.cpp,1,568
30125,qtbase/src/plugins/platforms/cocoa/messages.h,29,5
30125,qtbase/src/plugins/platforms/cocoa/messages.cpp,48,44
27028,qtbase/src/gui/image/qimagereader.cpp,2,633
27028,qtbase/src/gui/image/qimagewriter.cpp,1,320
31023,qtbase/examples/widgets/widgets/orientation/main.cpp,27.5,27.5
31023,qtbase/examples/widgets/widgets/applicationicon/main.cpp,25,25
31023,qtbase/examples/widgets/widgets/orientation/mainwindow.cpp,56,56
31023,qtbase/examples/widgets/widgets/orientation/mainwindow.h,37.5,37.5
27143,qtbase/src/printsupport/kernel/qprinter.cpp,2,665
28876,qtbase/src/widgets/styles/qstylehelper_p.h,0.5,20
28876,qtbase/src/widgets/styles/qwindowsvistastyle.cpp,24,2106
28876,qtbase/src/widgets/styles/qstylehelper.cpp,9,270
30839,qtbase/mkspecs/win32-icc/qplatformdefs.h,54,0
24345,qtbase/src/corelib/tools/qvarlengtharray.h,2,318
24345,qtbase/src/corelib/tools/qvector.h,6,627
24345,qtbase/src/corelib/tools/qbitarray.cpp,3,191
4845,qtbase/src/plugins/platforms/xcb/qxcbintegration.cpp,2.5,136
4845,qtbase/src/plugins/platforms/xcb/qxcbkeyboard.cpp,41.5,776
4845,qtbase/src/plugins/platforms/xcb/qxcbkeyboard.h,0.5,39
4845,qtbase/src/plugins/platforms/xcb/qxcbintegration.h,0.5,41
30271,qtbase/tests/auto/widgets/kernel/qwidget/tst_qwidget.cpp,6,7178
29993,qtbase/src/tools/qdoc/qmlvisitor.cpp,20.5,423
29993,qtbase/src/tools/qdoc/qmlvisitor.h,2.5,62
29329,qtbase/qmake/generators/win32/msvc_objectmodel.cpp,3,2618
11941,qtbase/src/corelib/plugin/qlibrary.cpp,7,395
11941,qtbase/src/corelib/plugin/qlibrary_p.h,2,44
30399,qtbase/src/widgets/widgets/qtoolbutton.cpp,2,555
30752,qtbase/src/android/jar/src/org/qtproject/qt5/android/QtActivityDelegate.java,3,649
29106,qtbase/src/plugins/platforms/xcb/qxcbwindow.cpp,2.5,1505
31218,qtbase/tests/auto/tools/moc/tst_moc.cpp,1.5,2026
31218,qtbase/src/tools/moc/moc.cpp,2.5,1365
30707,qtbase/src/plugins/platforms/windows/qtwindows_additional.h,2,13
30707,qtbase/src/plugins/platforms/windows/qwindowswindow.h,0.5,231
30707,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,23.5,1465
30301,qtbase/src/network/kernel/qnetworkinterface.cpp,1,239
29030,qtbase/src/widgets/kernel/qwidgetwindow.cpp,1,568
30996,qtbase/src/gui/kernel/qguiapplication.cpp,2,1693
30996,qtbase/src/plugins/platforms/windows/qwindowsintegration.cpp,1.5,340
28435,qtbase/src/widgets/dialogs/qwizard_win_p.h,3,77
28435,qtbase/src/widgets/dialogs/qwizard_win.cpp,7.5,616
30859,qtbase/qmake/generators/win32/msbuild_objectmodel.cpp,2,1719
30034,qtbase/src/widgets/styles/qfusionstyle_p_p.h,2,63
30034,qtbase/src/gui/kernel/qpalette.cpp,2,407
24783,qtbase/src/widgets/styles/qwindowsvistastyle.cpp,10,2106
31701,qtbase/src/corelib/global/qcompilerdetection.h,1,0
30415,qtbase/src/gui/text/qfontdatabase.cpp,10,1447
30415,qtbase/src/platformsupport/fontdatabases/fontconfig/qfontconfigdatabase.cpp,2.5,692
30415,qtbase/src/gui/text/qfontdatabase_qpa.cpp,1.5,299
29134,qtbase/src/corelib/tools/qvector.h,1.5,627
29134,qtbase/tests/auto/corelib/tools/qvector/tst_qvector.cpp,39,1902
30993,qtbase/qmake/generators/win32/msvc_vcproj.cpp,22,1162
30517,qtbase/src/gui/image/qimage.h,2.5,157
29639,qtbase/src/gui/image/qpixmap.cpp,1,554
29639,qtbase/tests/auto/gui/image/qpixmap/tst_qpixmap.cpp,7.5,959
29565,qtbase/src/android/java/src/org/qtproject/qt5/android/bindings/QtActivity.java,2.5,1119
16852,qtbase/src/tools/moc/moc.h,1,183
16852,qtbase/tests/auto/tools/moc/tst_moc.cpp,61.5,2026
16852,qtbase/src/corelib/doc/snippets/code/doc_src_properties.cpp,10.5,67
16852,qtbase/src/tools/moc/generator.cpp,18.5,1153
16852,qtbase/src/tools/moc/moc.cpp,6,1365
28973,qtbase/src/network/access/qnetworkaccessmanager.cpp,6.5,532
28508,qtbase/src/tools/qdoc/main.cpp,2,398
28508,qtbase/src/tools/qdoc/qdocindexfiles.cpp,2.5,994
30585,qtbase/src/network/bearer/qnetworkconfigmanager.cpp,3,103
28555,qtbase/src/gui/kernel/qwindow.cpp,16.5,1030
28555,qtbase/tests/auto/gui/kernel/qwindow/tst_qwindow.cpp,8.5,858
28555,qtbase/src/gui/kernel/qwindow.h,1.5,207
28555,qtbase/src/gui/kernel/qwindow_p.h,0.5,86
13359,qtbase/src/plugins/platforms/windows/qwindowsservices.cpp,2,87
30610,qtbase/src/plugins/platformthemes/gtk2/qgtk2dialoghelpers.cpp,1,432
29101,qtbase/src/corelib/doc/snippets/resource-system/mainwindow.cpp,196,225
29101,qtbase/src/xml/doc/snippets/rsslisting/rsslisting.cpp,125.5,125.5
29101,qtbase/src/xml/doc/snippets/rsslisting/listing.cpp,125.5,89
29101,qtbase/src/xml/sax/qxml.cpp,1,5074
31775,qtbase/tests/auto/widgets/kernel/qwindowcontainer/tst_qwindowcontainer.cpp,5,113
28806,qtbase/src/gui/text/qfontdatabase.cpp,10,1447
28806,qtbase/src/platformsupport/fontdatabases/fontconfig/qfontconfigdatabase.cpp,2.5,692
28806,qtbase/src/gui/text/qfontdatabase_qpa.cpp,1.5,299
28439,qtbase/tests/auto/widgets/widgets/qmdiarea/tst_qmdiarea.cpp,0.5,1951
28439,qtbase/src/plugins/platforms/windows/qwindowswindow.h,0.5,231
28439,qtbase/examples/opengl/hellowindow/hellowindow.cpp,1.5,236
28439,qtbase/tests/auto/widgets/kernel/qwidget/tst_qwidget.cpp,2,7178
28439,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,2,1465
8176,qtbase/tests/auto/widgets/itemviews/qtreeview/tst_qtreeview.cpp,25,3354
8176,qtbase/src/widgets/itemviews/qtreeview.cpp,16,2612
31739,qtbase/src/widgets/styles/qstyle.cpp,1,265
31828,qtbase/tests/manual/qnetworkconfiguration/main.cpp,11.5,11.5
31828,qtbase/src/network/bearer/qnetworkconfiguration.cpp,35,133
31828,qtbase/src/network/bearer/qnetworkconfiguration.h,2.5,63
29776,qtbase/src/corelib/plugin/qlibrary.cpp,4.5,395
29776,qtbase/src/corelib/kernel/qcore_mac_p.h,0.5,43
29776,qtbase/tests/auto/corelib/plugin/qpluginloader/tst_qpluginloader.cpp,24.5,230
29776,qtbase/src/corelib/plugin/qlibrary_p.h,1,44
29776,qtbase/tests/auto/corelib/plugin/qpluginloader/lib/mylib.c,3,9
29776,qtbase/tests/auto/corelib/plugin/qpluginloader/theplugin/theplugin.cpp,3,9
29102,qtbase/tests/auto/sql/models/qsqltablemodel/tst_qsqltablemodel.cpp,34,1618
29102,qtbase/src/sql/models/qsqltablemodel.cpp,7.5,714
29102,qtbase/src/sql/models/qsqltablemodel_p.h,0.5,123
30865,qtbase/src/gui/text/qfontmetrics.cpp,9.5,604
28863,qtbase/src/widgets/styles/qgtkstyle.cpp,1,3341
28863,qtbase/src/widgets/styles/qwindowsstyle.cpp,0.5,1784
28863,qtbase/src/widgets/styles/qcommonstyle.cpp,5,5189
28863,qtbase/src/widgets/widgets/qspinbox.cpp,0.5,548
28863,qtbase/src/widgets/widgets/qdatetimeedit.cpp,8,1497
28863,qtbase/src/widgets/widgets/qabstractspinbox.cpp,19,1167
1573,qtbase/src/widgets/widgets/qfontcombobox.cpp,49.5,245
31021,qtbase/src/tools/qdoc/ditaxmlgenerator.cpp,6.5,4968
31021,qtbase/src/tools/qdoc/qdocindexfiles.cpp,3.5,994
31021,qtbase/src/tools/qdoc/htmlgenerator.cpp,5.5,3746
31021,qtbase/src/tools/qdoc/node.h,1.5,825
31021,qtbase/src/tools/qdoc/text.cpp,2.5,210
31046,qtbase/src/widgets/dialogs/qprogressdialog.cpp,0.5,419
31046,qtbase/tests/auto/widgets/dialogs/qprogressdialog/tst_qprogressdialog.cpp,5.5,84
29056,qtbase/src/gui/kernel/qopenglcontext.cpp,12.5,569
29888,qtbase/src/widgets/styles/qwindowsxpstyle.cpp,23.5,3286
29888,qtbase/src/widgets/styles/qwindowsxpstyle_p_p.h,2,139
29950,qtbase/tests/auto/widgets/util/qscroller/tst_qscroller.cpp,4,347
28528,qtbase/src/widgets/kernel/qapplication.cpp,2,2200
20668,qtbase/src/network/ssl/qsslcontext.cpp,20.5,177
20668,qtbase/src/network/ssl/qsslconfiguration.h,2,53
20668,qtbase/src/network/ssl/qsslsocket_openssl.cpp,5,759
20668,qtbase/src/network/ssl/qsslsocket_openssl_symbols_p.h,1,149
20668,qtbase/src/network/ssl/qsslcontext_p.h,2.5,23
20668,qtbase/src/network/ssl/qssl.cpp,4,2
20668,qtbase/tests/auto/network/access/qnetworkreply/tst_qnetworkreply.cpp,29.5,5228
20668,qtbase/src/network/ssl/qsslsocket.cpp,1,975
20668,qtbase/src/network/ssl/qssl.h,1.5,41
20668,qtbase/src/network/ssl/qsslconfiguration_p.h,3,36
20668,qtbase/src/network/ssl/qsslconfiguration.cpp,32.5,158
20668,qtbase/src/network/ssl/qsslsocket_openssl_symbols.cpp,2,373
31336,qtbase/src/plugins/platforms/cocoa/qt_mac_p.h,7.5,116
31336,qtbase/src/widgets/widgets/qmenu.cpp,15.5,2113
31336,qtbase/src/widgets/widgets/qmenu_p.h,1,106
29354,qtbase/src/tools/qdoc/config.h,0.5,87
29354,qtbase/src/tools/qdoc/htmlgenerator.h,4.5,185
29354,qtbase/src/tools/qdoc/htmlgenerator.cpp,30,3746
31754,qtbase/src/3rdparty/pcre/sljit/sljitConfigInternal.h,3.5,13
30037,qtbase/src/corelib/tools/qvarlengtharray.h,1,318
30037,qtbase/src/corelib/tools/qvector.h,3,627
30037,qtbase/src/corelib/tools/qbitarray.cpp,1.5,191
30744,qtbase/src/plugins/platforms/windows/qwindowscontext.cpp,1.5,646
30744,qtbase/src/plugins/platforms/windows/qwindowswindow.h,3.5,231
30744,qtbase/tests/auto/widgets/kernel/qwidget/tst_qwidget.cpp,15,7178
30744,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,30.5,1465
28985,qtbase/tests/auto/corelib/io/qurl/tst_qurl.cpp,4,2820
29583,qtbase/src/plugins/platforms/cocoa/qnsview.h,1,64
29583,qtbase/tests/auto/widgets/kernel/qtooltip/tst_qtooltip.cpp,2,99
29583,qtbase/src/plugins/platforms/cocoa/qcocoawindow.h,2,103
28615,qtbase/src/gui/text/qfontengineglyphcache_p.h,1.5,20
28615,qtbase/src/platformsupport/fontdatabases/mac/qfontengine_coretext_p.h,7.5,58
26887,qtbase/src/gui/kernel/qwindowsysteminterface_p.h,2.5,359
26887,qtbase/tests/auto/widgets/kernel/qwidget/tst_qwidget.cpp,13,7178
26887,qtbase/src/gui/kernel/qguiapplication.cpp,3.5,1693
26887,qtbase/src/widgets/kernel/qapplication.cpp,23,2200
2216,qtbase/src/widgets/itemviews/qstyleditemdelegate.cpp,22,341
2216,qtbase/tests/auto/widgets/itemviews/qitemdelegate/tst_qitemdelegate.cpp,65.5,1162
2216,qtbase/src/widgets/itemviews/qitemdelegate.cpp,22,777
29014,qtbase/tests/auto/corelib/tools/qstring/tst_qstring.cpp,5,4443
29014,qtbase/tests/auto/testlib/selftests/tst_selftests.cpp,3.5,603
29014,qtbase/tests/auto/widgets/dialogs/qfilesystemmodel/tst_qfilesystemmodel.cpp,27.5,662
30822,qtbase/qmake/generators/win32/msbuild_objectmodel.cpp,5.5,1719
31326,qtbase/src/gui/opengl/qopenglshaderprogram.cpp,6,1344
31326,qtbase/src/opengl/qglshaderprogram.cpp,5,1359
30872,qtbase/src/corelib/thread/qmutex.cpp,2,235
29569,qtbase/src/tools/qdoc/cppcodeparser.cpp,4.5,1855
29569,qtbase/src/tools/qdoc/cppcodemarker.cpp,5,1138
29569,qtbase/src/tools/qdoc/ditaxmlgenerator.cpp,1,4968
29569,qtbase/src/tools/qdoc/qmlvisitor.cpp,7.5,423
29569,qtbase/src/tools/qdoc/tree.cpp,2,471
29569,qtbase/src/tools/qdoc/node.h,6,825
29569,qtbase/src/tools/qdoc/node.cpp,1,1894
29569,qtbase/src/tools/qdoc/qdocdatabase.h,0.5,162
29569,qtbase/src/tools/qdoc/qdocdatabase.cpp,15,735
29569,qtbase/src/tools/qdoc/htmlgenerator.cpp,1,3746
29757,qtbase/qmake/generators/win32/msvc_vcproj.cpp,0.5,1162
30004,qtbase/src/platformsupport/input/evdevkeyboard/qevdevkeyboardhandler.cpp,2,303
30004,qtbase/src/platformsupport/input/evdevmouse/qevdevmousehandler.cpp,2,152
31142,qtbase/src/corelib/kernel/qmetatype.cpp,15,1143
31142,qtbase/src/corelib/kernel/qmetatype.h,44,475
30416,qtbase/src/gui/kernel/qplatformwindow.cpp,13,210
30416,qtbase/src/gui/kernel/qwindow.cpp,15,1030
30416,qtbase/src/plugins/platforms/xcb/qxcbnativeinterface.cpp,7,195
30416,qtbase/src/gui/kernel/qwindow_p.h,0.5,86
30416,qtbase/src/gui/kernel/qwindow.h,2.5,207
30416,qtbase/src/plugins/platforms/windows/qwindowswindow.h,2.5,231
30416,qtbase/src/widgets/kernel/qapplication_qpa.cpp,6.5,311
30416,qtbase/src/plugins/platforms/xcb/qxcbwindow.cpp,7,1505
30416,qtbase/src/plugins/platforms/xcb/qxcbnativeinterface.h,1.5,47
30416,qtbase/src/plugins/platforms/xcb/qxcbwindow.h,2.5,111
30416,qtbase/src/gui/kernel/qplatformwindow.h,1.5,58
30416,qtbase/src/plugins/platforms/windows/qwindowsintegration.cpp,1,340
30416,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,6.5,1465
30416,qtbase/src/gui/kernel/qguiapplication.cpp,2.5,1693
28637,qtbase/src/widgets/kernel/qapplication.cpp,3.5,2200
30643,qtbase/src/plugins/platforms/windows/qwindowsfontdatabase.cpp,1,1394
30513,qtbase/src/plugins/platforms/windows/qwindowsdialoghelpers.cpp,3,1174
31342,qtbase/src/plugins/platforms/cocoa/qcocoamenu.h,2.5,45
31342,qtbase/src/plugins/platforms/cocoa/qcocoamenubar.h,1,28
30705,qtbase/src/widgets/graphicsview/qgraphicsproxywidget.cpp,2,896
29260,qtbase/src/widgets/graphicsview/qgraphicsitem.cpp,6,5092
29260,qtbase/tests/auto/widgets/graphicsview/qgraphicsitem/tst_qgraphicsitem.cpp,28.5,9120
30748,qtbase/src/plugins/platforms/windows/qwindowsdialoghelpers.cpp,46,1174
31404,qtbase/src/tools/qdoc/config.cpp,1,764
30001,qtbase/src/plugins/platforms/windows/qwindowsdialoghelpers.cpp,6,1174
30250,qtbase/src/corelib/tools/qdatetime.cpp,15.5,2872
30250,qtbase/tests/auto/corelib/tools/qdatetime/tst_qdatetime.cpp,6.5,1472
30250,qtbase/tests/auto/corelib/kernel/qvariant/tst_qvariant.cpp,2,2607
30250,qtbase/tests/auto/corelib/tools/qtime/tst_qtime.cpp,15,522
31078,qtbase/examples/opengl/paintedwindow/paintedwindow.h,0.5,31
31078,qtbase/examples/opengl/paintedwindow/paintedwindow.cpp,4,139
31571,qtbase/src/corelib/io/qfsfileengine_win.cpp,0.5,616
30530,qtbase/src/gui/kernel/qplatformwindow.cpp,1.5,210
30530,qtbase/src/widgets/widgets/qdockwidget.cpp,7,933
30530,qtbase/src/widgets/kernel/qwidget_qpa.cpp,1.5,785
31149,qtbase/src/tools/qdoc/qdocindexfiles.cpp,9,994
14517,qtbase/src/printsupport/widgets/qprintpreviewwidget.cpp,1,474
14517,qtbase/tests/auto/printsupport/kernel/qprinter/tst_qprinter.cpp,23,845
31464,qtbase/src/plugins/platforms/windows/qplatformfunctions_wince.h,0.5,0
31464,qtbase/src/plugins/platforms/windows/qwindowsmousehandler.cpp,2,291
29807,qtbase/src/gui/kernel/qwindow.cpp,3,1030
29807,qtbase/src/gui/kernel/qwindow.h,20,207
30114,qtbase/src/tools/qdoc/cppcodemarker.cpp,14.5,1138
30114,qtbase/src/tools/qdoc/codemarker.cpp,32,497
30114,qtbase/src/tools/qdoc/codemarker.h,9.5,121
30114,qtbase/src/tools/qdoc/htmlgenerator.cpp,17,3746
31904,qtbase/src/widgets/styles/qfusionstyle.cpp,2,2945
31071,qtbase/src/gui/kernel/qplatformwindow.cpp,12,210
31071,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,10.5,1465
29751,qtbase/tests/manual/cocoa/nativewidgets/main.cpp,73.5,80
29751,qtbase/src/plugins/platforms/cocoa/qcocoawindow.h,1,103
28937,qtbase/src/network/ssl/qsslcertificate.cpp,1.5,670
30990,qtbase/src/widgets/graphicsview/qgraphicsitem.cpp,1,5092
30990,qtbase/tests/auto/widgets/graphicsview/qgraphicsitem/tst_qgraphicsitem.cpp,14,9120
20778,qtbase/tests/auto/widgets/graphicsview/qgraphicswidget/tst_qgraphicswidget.cpp,16,2771
11386,qtbase/src/plugins/platforms/cocoa/qnsview.h,0.5,64
30017,qtbase/src/opengl/qgl.cpp,4,2149
30254,qtbase/src/corelib/plugin/quuid.h,5,91
29941,qtbase/tests/auto/network/ssl/qsslsocket/tst_qsslsocket.cpp,1,1856
27316,qtbase/src/network/ssl/qsslcertificate.h,2,71
31258,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,3.5,1465
25732,qtbase/src/corelib/tools/qrect.cpp,3,462
19854,qtbase/src/widgets/kernel/qwidget.cpp,1,5092
28611,qtbase/tests/auto/widgets/itemviews/qtreeview/tst_qtreeview.cpp,6,3354
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsview/tst_qgraphicsview.cpp,40,3481
28611,qtbase/tests/auto/widgets/kernel/qapplication/tst_qapplication.cpp,1,1616
28611,qtbase/tests/auto/widgets/util/qcompleter/tst_qcompleter.cpp,4.5,1222
28611,qtbase/tests/auto/other/qaccessibility/tst_qaccessibility.cpp,3.5,2403
28611,qtbase/src/plugins/accessible/widgets/itemviews.cpp,1,951
28611,qtbase/tests/auto/widgets/itemviews/qtableview/tst_qtableview.cpp,7,3275
28611,qtbase/tests/auto/widgets/kernel/qwidget/tst_qwidget.cpp,13,7178
28611,qtbase/tests/auto/widgets/widgets/qabstractslider/tst_qabstractslider.cpp,4.5,1049
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsview/tst_qgraphicsview_2.cpp,890.5,613
28611,qtbase/tests/auto/widgets/kernel/qshortcut/tst_qshortcut.cpp,1,757
28611,qtbase/tests/auto/widgets/kernel/qlayout/tst_qlayout.cpp,4.5,227
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsitem/tst_qgraphicsitem.cpp,0.5,9120
28611,qtbase/tests/auto/widgets/graphicsview/qgraphicsview/tst_qgraphicsview.h,42.5,24
28611,qtbase/tests/auto/widgets/itemviews/qabstractitemview/tst_qabstractitemview.cpp,4.5,1069
28611,qtbase/tests/auto/widgets/kernel/qformlayout/tst_qformlayout.cpp,4.5,665
28611,qtbase/tests/auto/widgets/kernel/qwidget_window/tst_qwidget_window.cpp,4,394
28611,qtbase/tests/auto/widgets/kernel/qboxlayout/tst_qboxlayout.cpp,4.5,229
28611,qtbase/tests/auto/widgets/itemviews/qlistview/tst_qlistview.cpp,6.5,1758
28611,qtbase/tests/auto/widgets/dialogs/qdialog/tst_qdialog.cpp,4,377
28611,qtbase/tests/auto/widgets/kernel/qwidgetaction/tst_qwidgetaction.cpp,8.5,279
31351,qtbase/examples/widgets/dialogs/findfiles/window.cpp,0.5,146
31351,qtbase/examples/widgets/dialogs/tabdialog/tabdialog.cpp,0.5,110
27860,qtbase/src/widgets/styles/qwindowsvistastyle.cpp,4,2106
25655,qtbase/tests/auto/corelib/kernel/qsharedmemory/test/tst_qsharedmemory.cpp,1,519
30805,qtbase/src/plugins/platforms/cocoa/qcocoanativeinterface.h,1.5,35
30805,qtbase/src/plugins/platforms/cocoa/qcocoawindow.h,3.5,103
29010,qtbase/src/plugins/platforms/windows/qwindowsbackingstore.cpp,5,113
29010,qtbase/src/plugins/platforms/windows/qwindowswindow.h,1,231
29010,qtbase/src/plugins/platforms/windows/qwindowswindow.cpp,25,1465
29098,qtbase/qmake/generators/win32/msvc_objectmodel.h,0.5,963
29098,qtbase/qmake/generators/win32/msbuild_objectmodel.cpp,1,1719
29098,qtbase/qmake/generators/win32/msvc_objectmodel.cpp,3,2618
23946,qtbase/src/plugins/platforms/cocoa/qcocoaapplicationdelegate.h,1.5,16
23946,qtbase/src/corelib/kernel/qcore_mac_p.h,3,43
23946,qtbase/src/plugins/platforms/cocoa/qcocoamenuloader.h,2,38
23946,qtbase/src/plugins/platforms/cocoa/qcocoawindow.h,1,103
23946,qtbase/src/plugins/platforms/cocoa/qcocoaapplication.h,2,15
27220,qtbase/src/plugins/platforms/xcb/qxcbconnection.cpp,1,1083
28917,qtbase/tools/configure/configureapp.cpp,1,3488
30695,qtbase/src/plugins/platforms/cocoa/qnsview.h,1,64
29400,qtbase/tools/configure/configureapp.cpp,5,3488
28284,qtbase/src/opengl/gl2paintengineex/qpaintengineex_opengl2.cpp,1,1634
28284,qtbase/src/gui/opengl/qopenglpaintengine.cpp,1,1654
29381,qtbase/src/plugins/bearer/connman/qofonoservice_linux.cpp,41,686
29381,qtbase/src/plugins/bearer/connman/qofonoservice_linux_p.h,4,185
28175,qtbase/src/plugins/platforms/cocoa/qnsview.h,1.5,64
31635,qtbase/src/widgets/dialogs/qmessagebox.cpp,1,1037
29126,qtbase/src/plugins/platforms/android/src/qandroidplatformintegration.h,3,60
29126,qtbase/src/plugins/platforms/android/src/qandroidplatformintegration.cpp,2,132
29126,qtbase/src/plugins/platforms/android/src/androidjnimain.cpp,3,469
29126,qtbase/src/plugins/platforms/android/src/androidjniinput.cpp,10.5,348
29126,qtbase/src/plugins/platforms/android/src/androidjnimain.h,0.5,52
28408,qtbase/src/plugins/platforms/windows/qwindowscontext.cpp,2,646
27889,qtbase/src/corelib/xml/qxmlstream_p.h,0.5,1698
27889,qtbase/src/corelib/xml/qxmlstream.cpp,1,2069
31220,qtbase/tools/configure/configureapp.cpp,2,3488
30919,qtbase/src/plugins/platforms/xcb/qxcbwindow.cpp,1,1505
30725,qtbase/src/tools/qdoc/config.cpp,164,764
30725,qtbase/src/tools/qdoc/location.h,2,67
30725,qtbase/src/tools/qdoc/main.cpp,1,398
30725,qtbase/src/tools/qdoc/ditaxmlgenerator.h,2,438
30725,qtbase/src/tools/qdoc/config.h,20.5,87
30725,qtbase/src/tools/qdoc/ditaxmlgenerator.cpp,6.5,4968
30725,qtbase/src/tools/qdoc/location.cpp,22,218
28132,qtbase/qmake/generators/makefile.h,1,180
