FILE,TLOC,VG,CHURN,ADD,DEL,TPC,AGE,LAST,BFC,PRE,BEFORE,REFAC,NS_SUM,NS_MAX,NF_SUM,NF_MAX,POST,AFTER
qtmultimedia/src/multimedia/audio/qaudiobuffer.cpp,224,60,168,90,78,2,317,86,0,0,0,0,37,35,812,805,0,0
qtmultimedia/examples/spectrum/app/engine.h,96,11,373,29,344,3,524,14,0,0,0,0,58,35,980,805,0,0
qtmultimedia/src/plugins/gstreamer/mediacapture/qgstreamercaptureserviceplugin.cpp,88,22,50,25,25,2,236,43,0,0,0,0,42,35,878,805,0,0
qtmultimedia/src/multimedia/doc/src/snippets/multimedia-snippets/audio.cpp,131,16,550,275,275,3,147,7,0,0,0,0,37,35,824,805,0,0
qtmultimedia/src/gsttools/qgstreameraudioprobecontrol.cpp,34,7,50,25,25,1,236,86,0,0,0,0,35,35,805,805,0,0
qtmultimedia/src/plugins/blackberry/bbutil.cpp,48,4,248,124,124,3,176,72,0,0,0,0,37,35,829,805,0,0
qtmultimedia/src/plugins/audiocapture/audiocaptureservice.cpp,38,9,71,39,32,4,539,86,0,0,0,0,45,35,888,805,0,0
qtmultimedia/src/multimedia/gsttools_headers/qgstreamervideoinputdevicecontrol_p.h,21,0,52,26,26,2,236,86,0,0,0,0,40,35,855,805,0,0
qtmultimedia/src/plugins/directshow/player/directshowaudioendpointcontrol.cpp,79,19,66,33,33,3,539,86,0,0,0,0,44,35,883,805,0,0
qtmultimedia/src/imports/audioengine/qsoundsource_p.h,36,0,50,25,25,1,317,86,0,0,0,0,35,35,805,805,0,0
qtmultimedia/tests/auto/integration/qaudiooutput/tst_qaudiooutput.cpp,668,82,1113,584,529,7,411,86,0,0,0,0,49,35,859,805,0,0
qtmultimedia/src/multimedia/audio/qaudiodeviceinfo_alsa_p.cpp,357,105,112,57,55,4,602,86,0,2,2,0,46,35,860,805,0,0
qtmultimedia/src/plugins/gstreamer/camerabin/camerabinvideoencoder.cpp,99,21,75,43,32,4,539,86,0,1,1,0,45,35,906,805,0,0
qtmultimedia/tests/auto/unit/qmetadatawritercontrol/tst_qmetadatawritercontrol.cpp,28,3,54,27,27,2,411,43,0,0,0,0,41,35,834,805,0,0
qtmultimedia/src/multimedia/controls/qmetadatawritercontrol.h,25,1,64,31,33,4,349,30,0,0,0,0,42,35,1026,805,0,0
qtmultimedia/examples/player/histogramwidget.h,27,2,121,27,94,4,299,14,0,0,0,0,59,35,982,805,0,0
qtmultimedia/src/multimedia/gsttools_headers/qgstutils_p.h,17,0,52,26,26,2,434,43,0,0,0,0,42,35,878,805,0,0
qtmultimedia/tests/auto/unit/qmultimedia_common/mockaudiodecoderservice.h,35,6,50,25,25,1,315,86,0,0,0,0,35,35,805,805,0,0
qtmultimedia/src/plugins/gstreamer/mediacapture/qgstreamerrecordercontrol.cpp,256,53,73,46,27,5,539,86,0,0,0,0,41,35,823,805,0,0
qtmultimedia/tests/auto/unit/qmultimedia_common/mockmediaplayercontrol.h,72,31,50,25,25,1,411,86,0,0,0,0,35,35,805,805,0,0
qtmultimedia/src/multimedia/recording/qaudiorecorder.cpp,97,23,107,53,54,4,335,7,0,0,0,0,45,35,896,805,0,0
qtmultimedia/src/multimedia/controls/qcameracontrol.cpp,9,2,50,25,25,1,349,86,0,0,0,0,35,35,805,805,0,0
qtmultimedia/src/plugins/avfoundation/camera/avfcameraserviceplugin.h,19,1,124,100,24,2,114,86,0,0,0,0,36,35,817,805,0,0
qtmultimedia/examples/audiorecorder/qaudiolevel.h,12,1,76,6,70,3,299,14,0,0,0,0,58,35,980,805,0,0
qtmultimedia/src/plugins/directshow/camera/dscameraservice.h,28,0,50,25,25,1,539,86,0,0,0,0,35,35,805,805,0,0
qtpim/src/imports/contacts/details/qdeclarativecontactringtone_p.h,54,8,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/imports/contacts/qdeclarativecontactfetchhint_p.h,38,1,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/versit/qversitreader.h,49,1,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/filters/qcontactactionfilter_p.h,45,13,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/organizer/qmlorganizer/tst_qmlorganizer.cpp,1,0,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactdetail/tst_qcontactdetail.cpp,408,14,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontacttype.h,17,5,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/versit/qversitcontactimporter/tst_qversitcontactimporter.cpp,1486,58,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/qdeclarativecontactrelationship_p.h,40,1,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/contacts/qcontactmanagerenginev2wrapper_p.cpp,279,49,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/filters/qdeclarativecontactdetailfilter_p.h,87,15,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/organizer/qdeclarativeorganizercollection_p.h,44,1,54,25,29,2,484,50,0,0,0,0,13,10,576,565,1,1
qtpim/examples/calendardemo/src/addcalendarpage.cpp,53,7,121,6,115,2,478,85,0,0,0,0,14,10,596,565,0,0
qtpim/src/organizer/details/qorganizeritememailreminder.h,19,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versitorganizer/qversittimezonehandler.h,12,2,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitcontacthandler.h,35,7,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactactions/multiaction/multiaction_p.h,52,1,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/items/qorganizerevent.h,31,3,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactfilter.cpp,129,33,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/details/qdeclarativecontactdisplaylabel_p.h,34,4,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/organizer/filters/qorganizeritemintersectionfilter.h,18,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/versit/backuphandler/backupvcardhandler.cpp,171,24,50,25,25,1,477,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitcontactexporter.cpp,80,15,68,34,34,3,484,85,0,0,0,0,16,10,602,565,0,0
qtpim/examples/calendardemo/src/monthpage.cpp,212,34,327,6,321,2,478,85,0,0,0,0,14,10,596,565,0,0
qtpim/src/contacts/qcontactmanagerengine.h,72,2,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/contacts/serviceactionmanager/qcontactactionservicemanager_p.cpp,100,19,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versitorganizer/qversitorganizerpluginloader_p.h,18,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/qdeclarativecontact_p.h,129,3,48,24,24,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/plugins/organizer/jsondb/qorganizerjsondbengine.cpp,508,64,56,25,31,2,481,86,0,0,0,0,14,10,599,565,1,1
qtpim/src/contacts/qcontactsortorder_p.h,23,2,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/items/qorganizeritems.h,0,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactchangeset_p.h,32,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/filters/qcontactchangelogfilter.h,20,0,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/filters/qorganizeritemdetailfieldfilter.h,18,0,50,25,25,1,197,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qvcard21writer.cpp,171,38,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizermanager_p.h,56,6,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitresourcehandler.h,23,1,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/requests/qorganizeritemremoverequest.h,18,0,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/organizer/qorganizeritemdetails/tst_qorganizeritemdetails.cpp,719,26,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/examples/todo/window.h,35,1,108,6,102,2,478,85,0,0,0,0,14,10,596,565,0,0
qtpim/src/imports/contacts/details/qdeclarativecontactgeolocation_p.h,114,26,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/imports/organizer/qdeclarativeorganizeritemsortorder_p.h,41,1,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/contacts/filters/qcontactactionfilter.cpp,17,6,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/versit/qversitcontactplugins/plugin4/plugin4.h,11,0,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/details/qdeclarativecontactextendeddetail_p.h,49,7,48,24,24,1,390,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/imports/contacts/qdeclarativecontactrelationshipmodel_p.h,51,1,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/organizer/details/qorganizertodotime.h,18,3,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/items/qorganizertodo.h,33,3,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/details/qdeclarativecontacturl_p.h,64,4,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/organizer/qorganizeritemfetchhint_p.h,20,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/contacts/jsondb/qcontactjsondbenginefactory.cpp,19,4,48,24,24,1,481,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/organizer/memory/qorganizeritemmemorybackend.cpp,1240,241,50,25,25,1,404,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/organizer/jsondb/qorganizerjsondbrequestthread.cpp,1043,237,163,78,85,2,481,86,0,0,0,0,14,10,599,565,0,0
qtpim/tests/auto/contacts/qcontactjsondb/synchronizedworker.h,13,1,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitwriter.cpp,97,21,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactobserver.cpp,28,4,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/items/qorganizerjournal.cpp,13,2,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontactonlineaccount.h,41,13,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/qdeclarativeglobal_p.h,19,3,50,24,26,2,484,86,0,0,0,0,15,10,570,565,0,0
qtpim/tests/auto/organizer/qorganizercollection/tst_qorganizercollection.cpp,261,22,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/requests/qorganizeritemfetchbyidrequest.cpp,46,8,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qmlcontacts/tst_qmlcontacts.cpp,1,0,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/items/qorganizernote.cpp,2,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/organizer/qdeclarativeorganizeritemdetail_p.h,675,1,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/imports/organizer/qdeclarativeorganizeritemfetchhint_p.h,26,1,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/contacts/details/qcontactversion.h,21,7,50,25,25,1,315,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qdeclarativecontact/tst_qdeclarativecontact.cpp,858,20,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/requests/qcontactrequests.h,0,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/filters/qcontactidfilter.cpp,33,10,50,25,25,1,330,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/details/qorganizereventattendee.h,42,3,50,25,25,1,414,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitcontactpluginloader_p.h,16,0,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitwriter_p.cpp,125,25,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/examples/calendardemo/src/eventoccurrenceeditpage.h,47,1,117,6,111,2,478,85,0,0,0,0,14,10,596,565,0,0
qtpim/src/contacts/qcontactactionfactory.cpp,19,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactchangeset.h,40,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qvcard30writer.cpp,105,19,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontact/tst_qcontact.cpp,501,16,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizeritemengineid.cpp,2,0,60,25,35,2,484,86,0,0,0,0,14,10,599,565,0,0
qtpim/src/contacts/filters/qcontactdetailfilter_p.h,67,16,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactchangeset.cpp,150,38,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/doc/src/snippets/qtcontactsdocsample/qtcontactsdocsample.cpp,343,38,607,0,607,1,449,89,0,1,1,0,2,2,7,7,0,0
qtpim/src/imports/contacts/details/qdeclarativecontacthobby_p.h,34,4,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/organizer/qorganizerglobal.h,0,0,76,30,46,2,470,86,0,0,0,0,15,10,570,565,0,0
qtpim/src/imports/organizer/qdeclarativeorganizermodel.cpp,1181,250,206,66,140,7,484,57,0,1,1,0,20,10,628,565,0,0
qtpim/src/contacts/details/qcontactfavorite.h,16,7,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/qdeclarativecontactfilter_p.h,67,4,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/contacts/qcontactmanager.h,90,4,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontactemailaddress.h,13,5,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitreader_p.h,190,21,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/filters/qcontactdetailrangefilter.cpp,56,13,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/requests/qorganizeritemfetchrequest.h,27,0,53,25,28,2,484,86,0,0,0,0,14,10,599,565,0,0
qtpim/tests/auto/contacts/qcontactjsondb/synchronizedworker.cpp,17,4,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/contacts/jsondb/qcontactjsondbid.cpp,69,14,50,25,25,1,330,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versitorganizer/qversitorganizerglobal.h,0,0,76,30,46,2,470,86,0,0,0,0,15,10,570,565,0,0
qtpim/src/contacts/details/qcontactdetails.h,0,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactdetail_p.h,36,5,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/items/qorganizertodooccurrence.h,23,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/organizer/qorganizermanager/tst_qorganizermanager.cpp,3935,221,100,29,71,3,300,50,0,0,0,0,14,10,577,565,0,0
qtpim/src/contacts/details/qcontactfamily.h,15,7,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitdocument_p.h,18,1,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitglobal.h,0,0,74,29,45,2,470,86,0,0,0,0,15,10,570,565,0,0
qtpim/src/organizer/requests/qorganizeritemrequests_p.h,383,44,84,24,60,2,484,86,0,0,0,0,14,10,599,565,0,0
qtpim/src/contacts/qcontactaction.cpp,27,6,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizeritemchangeset_p.h,27,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/contacts/jsondb/qcontactjsondbrequesthandler.cpp,910,168,50,25,25,1,481,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/filters/qorganizeritemdetailfieldfilter_p.h,63,13,50,25,25,1,197,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/qdeclarativecontactsortorder.cpp,77,19,53,27,26,2,484,86,0,0,0,0,11,10,581,565,0,0
qtpim/src/organizer/requests/qorganizercollectionsaverequest.cpp,35,6,76,25,51,2,484,86,0,0,0,0,14,10,599,565,0,0
qtpim/src/contacts/qcontactdetail.h,130,10,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/details/qdeclarativecontacttype_p.h,49,7,48,24,24,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/tests/auto/contacts/qcontactactions/sendemailaction/sendemailaction_p.h,40,2,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontactavatar.h,15,7,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/filters/qorganizeriteminvalidfilter.cpp,47,9,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/requests/qcontactfetchbyidrequest.h,20,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versitorganizer/qtimezones_p.h,56,19,48,24,24,1,470,86,0,0,0,0,10,10,565,565,0,0
qtpim/examples/todo/todoeditor.h,38,1,111,6,105,2,478,85,0,0,0,0,14,10,596,565,0,0
qtpim/tests/auto/contacts/qcontactmanager/tst_qcontactmanager.cpp,2333,134,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/requests/qorganizeritemfetchforexportrequest.cpp,76,13,77,25,52,2,484,86,0,0,0,0,14,10,599,565,0,0
qtpim/tests/auto/contacts/qcontactmanagerfiltering/testactions/integeraction/integeraction_p.h,104,19,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/requests/qcontactfetchbyidrequest.cpp,46,8,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/contacts/jsondb/qcontactjsondbstring.h,67,60,50,25,25,1,337,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizeritemfilter_p.h,22,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/organizer/qdeclarativeorganizeritemfetchhint.cpp,30,6,61,34,27,3,484,86,0,0,0,0,12,10,589,565,0,0
qtpim/src/organizer/qorganizermanagerengine.cpp,1115,270,59,24,35,2,484,50,0,0,0,0,13,10,576,565,0,0
qtpim/src/versit/qversitdocument.h,45,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/contacts/jsondb/qcontactjsondbstring.cpp,0,0,50,25,25,1,337,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/details/qorganizereventrsvp.h,34,3,48,24,24,1,397,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitdocumentwriter_p.h,33,0,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/cmake/test_modules/main.cpp,6,1,100,76,24,2,153,86,0,0,0,0,11,10,566,565,0,0
qtpim/tests/auto/versit/qversitcontactplugins/plugin5/plugin5.h,11,0,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactjsondb/tst_qcontactjsondbengine.cpp,1634,163,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/filters/qorganizeritemintersectionfilter_p.h,43,13,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizeritemfilter.cpp,120,31,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitreader_p.cpp,820,143,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/versit/qversitcontactplugins/plugin2/plugin2.h,11,0,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/details/qdeclarativecontactmoc_p.cpp,2,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/filters/qdeclarativecontactdetailrangefilter_p.h,117,21,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/details/qorganizeritemcomment.h,12,3,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactspluginsearch_p.h,46,13,50,25,25,1,470,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qversitutils_p.h,22,0,48,24,24,1,470,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versitorganizer/qversitorganizerexporter_p.h,136,0,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/versit/qversitreader/tst_qversitreader.cpp,722,31,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/examples/calendardemo/src/monthpage.h,48,1,118,6,112,2,478,85,0,0,0,0,14,10,596,565,0,0
qtpim/src/versit/qversitdocumentwriter_p.cpp,152,33,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactmanager_p.h,62,7,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactjsondbconverter/tst_qcontactjsondbconverter.cpp,1146,20,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/doc/src/snippets/qtcontactsdocsample/qtcontactsdocsampleasync.cpp,144,23,262,0,262,1,449,89,0,1,1,0,2,2,7,7,0,0
qtpim/src/imports/contacts/filters/qdeclarativecontactinvalidfilter_p.h,15,2,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizeritem.cpp,351,79,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontactdetails.cpp,158,12,79,52,27,3,484,86,0,2,2,0,13,10,573,565,0,0
qtpim/tests/auto/versit/qvcard30writer/tst_qvcard30writer.h,11,0,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/organizer/jsondb/qorganizerjsondbid.cpp,170,38,70,35,35,2,481,86,0,0,0,0,14,10,599,565,0,0
qtpim/src/versit/qvcard30writer_p.h,12,0,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizeritemid.cpp,178,42,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/qorganizeritem_p.h,24,4,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/versit/vcardpreserver/vcardpreserver.cpp,103,11,50,25,25,1,477,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactmanagerplugins/dummyotherplugin/dummyotherplugin.cpp,14,2,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/examples/calendardemo/src/daypage.h,43,1,113,6,107,2,478,85,0,0,0,0,14,10,596,565,0,0
qtpim/tests/auto/versit/qversitcontactplugins/plugin3/plugin3.cpp,64,8,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/details/qorganizeritemparent.h,16,3,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontacttimestamp.h,15,7,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/details/qorganizeritemaudiblereminder.h,12,3,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontact.cpp,334,86,62,31,31,2,484,86,0,1,1,0,12,10,572,565,0,0
qtpim/tests/auto/organizer/qorganizermanagerdataholder.h,40,5,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/filters/qdeclarativecontactchangelogfilter_p.h,51,7,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/qdeclarativecontactmodel.cpp,773,170,51,26,25,2,484,86,0,0,0,0,11,10,581,565,0,0
qtpim/src/versit/qversitdocument_p.cpp,15,2,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/filters/qorganizeritemidfilter_p.h,43,13,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/imports/contacts/details/qdeclarativecontactorganization_p.h,94,16,50,25,25,1,484,86,0,0,0,0,10,10,565,565,1,1
qtpim/src/versit/qversitwriter_p.h,36,0,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontactguid.h,12,5,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/organizer/requests/qorganizercollectionsaverequest.h,18,0,53,25,28,2,484,86,0,0,0,0,14,10,599,565,0,0
qtpim/tests/auto/contacts/qcontactrelationship/tst_qcontactrelationship.cpp,109,6,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/versit/qversitreader/tst_qversitreader.h,60,3,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/qcontactabstractrequest.h,60,3,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/details/qcontactanniversary.h,30,13,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactmanagerfiltering/testactions/dateaction/dateaction_p.h,104,19,50,25,25,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactasync/unittest/tst_qcontactasync.cpp,2080,184,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/plugins/organizer/jsondb/qorganizerjsondbengine.h,58,1,56,32,24,2,481,86,0,0,0,0,14,10,599,565,0,0
qtpim/tests/auto/versit/qversitcontactexporter/tst_qversitcontactexporter.cpp,1319,55,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/filters/qcontactidfilter.h,16,0,48,24,24,1,330,86,0,0,0,0,10,10,565,565,0,0
qtpim/tests/auto/contacts/qcontactfilter/tst_qcontactfilter.cpp,1114,23,48,24,24,1,300,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/versit/qvcardrestorehandler_p.h,38,0,48,24,24,1,484,86,0,0,0,0,10,10,565,565,0,0
qtpim/src/contacts/requests/qcontactfetchrequest.cpp,64,11,50,25,25,1,484,86,0,0,0,0,10,10,565,565,0,0
